nAtom,nHeavyAtom,nH,nO,nBonds,nBondsO,nBondsS,nBondsKS,C2SP3,NsOH,nHBAcc,MPC2,ATS0se,ATS1se,ATS1pe,ATS1are,ATSC0p,ETA_eta_L,ZMIC0,PEOE_VSA1,SlogP_VSA2,VSA_EState9,bpol,MW,nRot,FilterItLogS,bioavailability
55,27,28,5,56,28,47,50,7,1,5,37,426.08916399999987,435.054144,362.0505,354.579,12.107141730651705,7.586932743344003,92.58218248992426,14.743300079491231,59.129388288815754,68.66666666666667,34.709796000000004,376.1998219960008,9,-2.945964519957667,61.75
49,25,24,5,50,26,41,44,7,2,4,35,384.134276,391.362752,326.29400000000004,319.779,10.7422384006,6.730136968374891,85.50131488636488,15.112964520531891,57.62903371914354,67.66666666666667,28.960968,348.16852186800065,8,-1.8589904446641292,40.0
54,26,28,2,56,28,43,49,6,0,3,37,401.11504799999983,425.220504,353.284,344.879,12.579481273668005,6.791250630255067,88.70671627208903,14.953561288656855,37.55115621921724,53.66666666666666,32.97379599999999,352.21507813600084,6,-5.480947272665908,27.0
35,20,15,1,37,22,23,30,1,0,4,30,270.70408,291.336336,245.6837,241.1618,7.41238264784857,4.334135886720756,67.48420313953939,10.742580001116718,27.549209482716638,46.33333333333333,17.626104999999995,269.1276601000004,1,-3.0702157699841632,75.0
40,23,17,3,42,25,29,36,0,1,6,36,324.18332000000004,336.253064,283.9185,278.954,8.623540637248976,5.45051887832605,73.90189761472192,19.89032537748887,46.80593647518142,46.673421438019645,25.033519000000002,320.12846862400045,3,-3.0288318955740934,87.0
37,22,15,5,37,22,27,30,0,2,6,30,303.70767199999995,299.254768,252.0872,248.015,7.80764279730189,4.63528986387181,74.26465869005429,15.112964520531891,39.032968110526205,68.5,19.362105,305.10117058000037,5,-1.9843886991072912,38.5
50,27,23,4,51,28,37,43,2,2,6,35,389.34676399999984,400.487368,334.767,328.033,11.168393957744579,6.006413853935473,89.74773944135755,25.583494951494128,48.46535208903186,69.16666666666669,27.387760999999994,369.1688562160007,10,-4.451555787587394,8.0
60,30,30,6,65,35,61,61,9,0,6,60,462.6365999999999,499.887332,416.31300000000005,406.25,13.940151816735003,10.621106113068263,107.0883131209714,14.210588861400149,42.13772107326185,68.5,37.90821000000001,414.20423868000086,1,-4.2203279317670175,69.5
66,29,37,3,69,32,65,65,7,1,2,52,487.3528519999999,518.104168,427.99349999999987,417.30400000000003,15.224410398651164,10.720008429348509,102.40062065412224,10.423315998847038,22.52193766452741,62.75000000000001,39.42465900000003,399.2773440440009,2,-4.433618000953708,93.0
54,30,24,4,56,32,37,46,4,2,5,43,417.22898899999984,434.11007600000005,362.1145,353.225,15.36770988035703,7.413556979947367,97.92490249156995,14.780154437472765,31.702743534323677,70.11856328390442,31.122968,424.1456782480007,10,-4.651021674202964,14.0
58,29,29,3,60,31,43,52,1,1,5,42,438.92737999999986,463.497212,386.3775,378.10400000000004,13.179416787482914,7.024481059104008,97.47075046129001,24.627188331288924,59.87350605551018,62.43028659611992,35.68700300000001,395.2208917880008,9,-4.8703397018340935,70.0
106,57,49,9,109,60,90,96,13,1,11,81,842.9939339999999,866.8896729999999,725.6564,712.1516,27.84526611029488,16.26879069410398,187.39039480116278,58.358482225000756,129.61871418576573,151.88930739273616,63.12114300000012,831.3156141480014,10,-6.058799148343141,0.0
88,43,45,5,94,49,81,87,9,1,6,80,668.9346679999999,725.407604,605.047,591.9830000000001,19.557070471395626,13.447575176328945,144.96324260644462,25.207113981495198,92.4105131078675,95.4166666666667,55.75431500000008,591.3420695400013,5,-5.139570220512391,25.0
47,24,23,2,50,27,38,44,3,1,3,40,355.10281599999985,385.573628,321.997,314.933,10.66552520052443,6.495957666241832,80.24414871834486,15.407294519794245,53.1805873873885,52.50000000000002,26.791760999999994,325.17902697600067,3,-3.5936125308815896,50.0
78,43,35,5,85,50,65,74,8,1,6,79,601.7500280000003,661.7718,555.4495,543.2330000000001,17.67441955894545,11.351504345592215,141.1704582179109,20.307204250644727,92.4105131078675,97.33333333333331,45.722245000000036,581.263819220001,4,-5.248474835153821,1.5
52,29,23,4,54,31,36,45,0,0,7,40,404.42779599999983,425.95094000000006,357.3384999999999,350.0540000000001,11.782538595966976,6.084008673185495,95.37283087925027,24.264240419206534,50.61507998250114,64.66666666666666,32.867761,393.1688562160006,10,-6.203412382501988,59.0
118,51,67,13,120,53,118,118,13,5,14,82,912.910124,939.3609880000001,777.1614999999998,762.525,24.567753958279962,17.710203948246285,184.4034554233756,58.8537244278543,147.64701626875856,126.08333333333331,81.07686900000016,733.4612412040019,7,-2.411123958127022,41.25
43,24,19,3,45,26,28,37,0,0,5,37,335.24349299999994,354.227534,295.8337,288.79400000000004,12.465327422026599,4.98909750087105,77.9594954042403,14.457704428547304,33.38042913756116,43.2035833175863,29.940933,345.11471246800056,5,-5.866619392915416,61.5
32,21,11,0,35,24,17,26,0,0,4,34,247.433529,272.540746,230.8111,224.4749,7.506144663128719,3.893871372577432,66.98152419202772,0.0,20.47614826716413,36.459488991069676,15.535276999999995,294.0672240320003,1,-4.901134342805039,93.0
44,20,24,2,47,23,41,44,7,2,2,36,323.6758559999999,353.948844,292.6525,285.15,10.517637268898179,7.125527947630688,71.66356562598048,10.213054789681411,16.317021177429716,40.583333333333336,24.076968,272.17763000800045,0,-3.294698557793025,5.0
58,26,32,3,61,29,54,57,10,1,3,43,428.47786399999984,458.766196,379.12849999999986,369.45,13.69774998624772,9.319176718284854,93.47717070030777,9.843390348640755,17.17979907054086,53.25,34.706624000000005,356.2351448840009,4,-5.116558889893646,3.0
65,33,32,6,68,36,60,63,7,2,4,54,509.2111229999999,528.194812,437.5879,425.165,22.67353564456221,11.0252076756306,111.81692713362392,19.42359589015548,51.73345909680797,51.982392810868454,47.88062400000005,519.1344297340007,7,-4.728172316303012,51.85
31,19,12,4,31,19,22,25,1,1,3,26,256.20639000000006,247.505432,207.28400000000002,201.1,8.837628497082967,4.226709335445388,68.241978385965,9.843390348640755,23.465959593670412,43.4585868606702,16.530483999999998,302.01126422400034,6,-4.020570869799967,99.0
38,14,24,2,37,13,37,37,4,2,4,14,283.755,285.786948,234.7815,230.858,7.193397046664843,5.294789667101996,47.166924980749165,20.846631997694075,48.600013188828314,32.66666666666667,25.216968,204.183778008,9,-2.139738770335224,77.0
9,3,6,1,8,2,8,8,0,1,1,1,68.743532,62.63372800000001,50.8925,50.2,1.5215138905868888,1.0540925533894598,10.944027785790622,5.106527394840706,11.713409359353626,9.5,6.019241999999998,46.041864812,0,0.12920295684639066,80.0
46,22,24,2,49,25,42,45,6,2,2,40,338.7568879999999,369.029876,305.6575,297.65,11.176045684875481,7.382283459980272,77.59366381900955,10.213054789681411,15.8141056006651,47.0,24.076968,296.1776300080007,0,-3.587685292399922,41.5
21,11,10,0,21,11,14,17,1,0,2,14,156.65588900000006,160.71445799999995,133.6085,130.38299999999998,7.520049711113808,2.629538145510548,38.4262280827833,5.733667477162185,9.972480622685401,20.347097505668934,11.832069999999998,166.05646932,2,-2.1478337856668417,80.0
46,22,24,0,48,24,36,42,1,0,3,33,333.66006099999987,360.335612,298.35,290.25,13.808738622614616,6.043630741282464,76.49335250088363,4.899909730850478,30.576019777736164,38.455362391870324,29.956967999999996,312.16601976800064,5,-4.887274762441082,5.0
21,10,11,2,21,10,19,19,2,0,2,15,163.59178400000005,162.30748,134.851,132.10399999999998,4.426716467113808,3.051774256950869,34.198025571500395,0.0,11.814359458703013,28.08333333333334,13.341276999999998,141.078978592,1,-1.9600525506418456,93.0
26,16,10,3,27,17,15,21,0,0,5,25,212.995402,219.30576,182.1521,176.9788,11.07498253137846,3.6611073233540017,55.632158783238296,4.736862953800049,20.008657469789068,23.957546388154025,21.45407,258.01328418,3,-2.6184534727143918,65.0
48,20,28,1,48,20,41,44,3,0,2,26,350.060752,359.90964,296.725,289.879,10.710659724571665,5.98428943672216,70.40348752542882,5.316788604006331,29.938443101175093,41.49999999999999,31.23779599999999,276.2201635160006,7,-4.8824103266702314,0.0
19,11,8,7,18,10,16,16,0,5,3,18,174.94120600000005,155.234376,126.31510000000002,123.56000000000002,15.55245075761642,2.909935117632988,48.284090937523956,24.68017380585061,29.763401425918122,28.35736111111111,25.441656,205.97452585599999,2,2.5166610006740098,5.0
28,13,15,2,28,13,22,25,1,2,3,16,213.08718800000003,218.10662799999997,180.7145,177.25400000000005,6.172220831626964,3.310737568701507,44.619550418337,15.529843393687742,23.302567601506567,32.16666666666667,15.618104999999995,181.11027872,4,-1.9380815816854242,55.0
42,21,21,3,44,23,33,39,4,1,2,34,319.53329999999994,338.85078,281.9805,275.55400000000003,9.728584258628787,5.995789799847004,71.79746715994955,14.827368869587962,22.666693168252678,47.75,24.241347,287.1521435320006,4,-4.745588308171107,90.0
28,16,12,3,29,17,17,25,0,1,7,25,229.34790400000009,236.96628399999997,200.3735,197.625,5.409446820678856,3.47964251858925,54.22326627493415,9.67362704263206,30.398686823674897,40.792061602418755,20.044484,224.09094024400002,2,-0.3702417194599698,80.0
39,24,15,2,41,26,21,30,0,0,4,38,304.4324259999999,317.428098,264.66689999999994,255.805,12.3099801021959,4.423592401487714,74.62039057052908,0.0,24.641523209734764,32.58707696188871,24.494105,358.0542764000004,3,-6.594284567836794,99.5
56,26,30,3,56,26,45,48,0,0,3,34,415.04093599999993,422.049216,348.7125,340.0,13.358291008968216,6.657326578571296,92.66408968261213,9.473725907600098,19.6859847937423,56.83333333333334,34.436209999999996,354.2194948200008,7,-5.108235451030929,40.0
46,22,24,2,49,25,44,44,5,0,2,41,338.7568879999999,364.322804,301.7415,293.25,11.176045684875481,7.711594495070837,77.59366381900955,0.0,11.566489892729876,47.66666666666666,25.812967999999994,296.1776300080007,0,-4.092885292399922,51.0
51,30,21,3,54,33,35,44,4,2,3,47,404.316912,421.072068,354.15849999999995,345.9249999999999,12.461924742252352,6.605117062326393,94.60805462745036,15.112964520531891,16.12023451903292,53.240357446638434,25.871347,409.14894997200065,6,-5.38945764334321,45.0
42,23,19,4,43,24,31,37,1,0,9,32,337.63308399999994,345.79211200000003,290.918,286.2580000000001,8.419941038738404,5.361978455299207,77.34703382416079,19.774493032553643,44.671409715562504,57.831440854119435,28.828933,321.1437040880005,7,-2.4784939946118434,76.75
35,20,15,2,35,20,26,29,1,0,6,27,285.44751899999994,289.36082400000004,240.5528,235.3936,15.077165311277142,5.396646639270517,72.33210059235432,17.201002431486554,30.94980346652404,33.34278291073654,27.764104999999994,337.04493572000035,7,-1.1133427599602004,42.25
31,17,14,4,31,17,23,26,0,0,4,21,250.81430800000007,249.901108,209.5105,206.116,6.5250539561955465,3.678762661400412,58.02692589493818,20.94106086192447,25.400244070902662,48.33333333333334,18.112898,238.095356928,5,-1.1662278298898423,90.0
44,25,19,4,45,26,35,38,0,0,5,37,351.13985399999984,353.87393199999997,295.96,287.754,11.897768096619888,6.170161171288664,84.73678328148526,14.790514511606428,25.65529008169415,51.031696376081285,25.858933,383.0691134480005,4,-5.592245853283916,15.0
48,23,25,2,50,25,38,44,1,0,3,33,355.67698799999994,380.117796,315.639,308.0250000000001,11.367301347670312,5.809474486540843,79.27682408064061,14.373635638450574,38.75377403114327,44.66666666666667,30.262174999999992,311.1885290400008,5,-4.4590420816951655,8.0
33,19,14,3,34,20,20,26,2,1,2,26,254.7619,260.290808,217.3565,211.7,7.950642151085877,3.809963626036378,63.50691292567989,5.106527394840706,16.859077629157493,49.33333333333334,15.780897999999995,254.094294308,5,-3.688453525638829,78.0
47,29,18,2,50,32,27,39,0,0,3,45,373.4709239999999,392.35637599999995,331.50699999999995,323.954,11.337633586961234,5.257410985637459,88.47555284972681,14.457704428547304,24.187552124449486,43.49413534239696,25.465726,392.1336342560005,5,-7.863677506186473,50.0
37,21,16,3,39,23,27,33,1,3,4,33,290.47608899999994,307.478158,257.13249999999994,250.77900000000002,9.481495604682808,4.8019618030946845,69.0089366015009,20.63637078852845,28.40909499634727,45.92192547801013,17.131311999999998,305.08187105200045,1,-3.965525723812912,6.0
43,22,21,4,44,23,32,38,3,4,5,31,332.88501599999995,345.911388,287.8545,282.154,9.811196522145066,5.07878062720049,75.6743961206587,20.426109579362823,32.69585157924565,56.50000000000002,21.637347000000002,303.14705815200057,6,-2.888346920457564,2.0
39,19,20,2,41,21,34,37,3,0,3,29,294.583724,315.495836,262.8865,257.129,8.791543358015897,5.399045388529549,64.19242241318524,14.953561288656855,42.77322623642288,40.08333333333333,24.948139999999995,260.15247788000005,3,-3.398164213824004,90.0
53,25,28,1,55,27,42,48,5,0,2,35,387.7633319999998,412.762244,342.414,333.8,12.491078993552835,6.712031016648775,86.48339798825434,9.799819461700956,36.483199507087676,49.83333333333334,32.377796000000004,336.22016351600075,6,-4.7503034051430335,32.0
76,37,39,4,79,40,60,69,5,3,4,57,566.9251080000001,599.932992,497.5905,485.375,18.070772169804034,10.013777050153099,127.87812934171691,20.219491915372593,45.82306642106217,82.99999999999999,41.703073000000025,501.28790872800107,10,-5.983810740694732,52.75
63,27,36,2,66,30,63,63,7,0,2,49,462.40327599999983,494.6802320000001,408.728,398.708,14.25564718998774,10.186653714612936,94.58840639778454,10.633577208012662,23.39512554023432,55.75,38.991452000000024,372.27767839200106,1,-4.542596227818932,64.0
48,28,20,3,49,29,42,45,4,0,4,41,419.016472,401.39861200000007,341.153,335.958,11.108573111571665,7.415159868182746,93.54702337241888,20.107303115612762,50.60489433423739,19.869712917103342,32.22214,414.1378118200006,7,-5.530410826511591,95.0
44,26,18,3,46,28,33,40,0,1,5,41,367.78118,370.487788,314.0015,308.5250000000001,10.043247230757546,6.053414013320911,82.58362121431924,19.473446504333012,60.44413064003678,34.609542175647434,28.262726,369.1300260960006,4,-3.6170253789238345,99.0
28,17,11,5,29,18,21,26,3,2,6,26,244.92960000000005,244.44626,207.26,204.77900000000002,5.6279222051701066,4.249386905425585,57.351684238681024,14.949917743481462,38.578947698429495,42.139229891030496,17.900277,246.065199672,2,-0.18867524650292716,90.0
47,30,17,5,50,33,36,42,2,1,6,52,391.6666539999998,403.93410200000005,341.1431,333.274,14.113038855297651,7.406239558921761,93.2795578482387,19.846320666670863,55.151342053953705,57.347410662231525,27.757519,453.0561475440004,4,-4.6185069851979605,60.0
34,22,12,1,36,24,20,29,0,1,7,34,285.2098079999999,295.74216,252.8737,249.2998,7.134080989651058,4.337905596891433,71.80235137345143,5.106527394840706,34.63545392362757,31.30228631267322,19.964484,306.10406544400036,5,-2.4805320252223555,90.0
13,9,4,1,13,9,6,10,0,0,3,12,116.99254399999998,111.90671200000001,96.36,95.637,2.427285073735692,1.4081002997392655,29.74090679520437,10.717645998109393,9.967957041894415,19.358935185185185,7.133828,129.033839968,0,-1.290191016200543,85.75
37,24,13,7,39,26,28,34,3,4,10,40,329.5406089999999,335.1287880000001,283.5964,279.89799999999997,13.00603950526724,5.571082955933346,79.98661788933083,30.4704084261486,64.43769433357716,47.852579546625826,30.894691000000005,365.0536626060003,4,1.1488646866834966,56.25
36,22,14,3,38,24,25,31,0,0,5,35,293.826292,303.877852,257.3205,252.4,8.031602884485887,4.614441627900215,69.51831794570448,9.636772684650527,39.9820268640825,44.07152045171707,23.189898,303.1019195280004,2,-3.233453427227294,16.0
62,31,31,6,66,35,62,62,7,2,6,60,485.3550639999999,512.6621520000001,427.216,417.65,14.373181822998207,10.555809800092767,108.33869597067637,19.68678069728151,58.15419678148539,63.55427673847318,37.420417000000015,434.2104669320008,2,-3.0137531160051374,6.7
35,23,12,3,37,25,22,28,0,0,4,36,287.92988,295.503304,251.2057,246.29,7.835314379494973,4.169563282200501,70.90307672018332,4.899909730850478,30.134604169529638,51.025680429579246,18.035484,313.08626946400034,2,-4.59990714179856,75.5
56,27,29,4,59,30,55,55,5,2,4,49,430.13367199999993,450.75083600000005,374.4055,365.4,13.185057009406552,9.549066370433275,93.7928637500468,10.213054789681411,40.66206843018279,53.63951908541194,31.942003,376.20498762800077,2,-2.716394600946788,90.0
37,25,12,5,41,29,22,31,0,2,5,45,298.1904679999999,326.247196,275.69499999999994,269.15,8.594083360397295,4.7085006974079,79.49979428310405,19.68678069728151,16.182360077633266,62.25000000000002,16.378483999999997,332.0684734840003,0,-4.642206416719375,99.0
12,9,3,2,12,9,4,9,0,0,2,12,113.42416,104.891024,90.69199999999998,89.958,2.332965196076916,1.4893805877291162,29.79323438491589,4.9839785209472085,9.967957041894415,22.01518518518519,6.998621000000001,130.017855556,0,-1.5573625194695806,28.0
40,22,18,1,41,23,29,35,2,0,2,31,320.674476,320.488064,269.593,263.85400000000004,9.8746503399051,5.00879574348762,72.40837216583918,10.053651557806381,13.592428388589767,22.889741300866838,23.702725999999995,309.1340488560005,6,-5.460459840276,65.0
53,24,29,3,56,27,54,54,8,2,3,47,401.70092399999993,425.63592,352.62849999999986,344.15,12.374094376469886,9.173313576327887,84.07254727122769,10.213054789681411,33.37007675352402,41.198780234315954,31.074002999999994,336.2100730080008,0,-3.7585029593854506,89.5
55,30,25,1,58,33,45,51,1,1,4,47,431.8923049999999,450.495244,377.6495,368.7,16.29349215794091,8.103045745343058,96.64961207066159,10.006437125691184,60.781767256530024,33.626856795161174,34.299175000000005,434.1639690800008,5,-5.870090320753334,48.75
56,30,26,1,59,33,47,53,1,1,5,47,441.27188899999993,461.3035,387.00800000000004,378.475,16.216926541325353,8.189471895941269,96.60794603182079,14.906346856541662,67.3265236624426,33.45818899470764,37.01238200000001,437.17486811200064,6,-5.2994187910396535,2.7
39,22,17,2,40,23,27,33,0,0,5,30,310.8316039999999,318.61152000000004,268.441,263.741,8.536262785423743,4.392754487355491,70.76568489764875,15.787319034968565,17.68410055639854,44.68764855865621,22.481518999999995,304.13355400400053,5,-4.531003059944697,90.0
